,name,company,year,Price,fuel_type,Mileage
135,Honda City,Honda,2012,"3,99,999",Petrol,"45,000"
136,Honda City,Honda,2015,"5,99,999",Diesel,"39,000"
137,Hyundai i20 Active 1.4L SX O,Hyundai,2015,"5,35,000",Diesel,"37,000"
138,Maruti Suzuki Ciaz ZXI Plus,Maruti,2017,"6,99,000",Petrol,"14,000"
139,Hyundai Eon Sportz,Hyundai,2012,"1,78,000",Petrol,"30,000"
140,Tata Sumo Gold Select Variant,Tata,2013,"3,00,000",Diesel,"50,000"
141,Maruti Suzuki Wagon R 1.0,Maruti,2003,"90,000",Petrol,"45,000"
142,Maruti Suzuki Esteem VXi BS III,Maruti,2006,"95,000",Petrol,"45,000"
143,Maruti Suzuki Eeco 5 STR WITH AC HTR,Maruti,2015,"2,55,000",Petrol,"9,300"
144,Chevrolet Enjoy 1.4 LS 8 STR,Chevrolet,2013,"2,45,000",Diesel,"55,000"
145,Maruti Suzuki Wagon R 1.0 VXi,Maruti,2015,"2,89,999",Petrol,"22,000"
146,Nissan Terrano XL D Plus,Nissan,2015,"4,99,999",Diesel,"60,000"
147,Renault Duster 85 PS RxE Diesel,Renault,2014,"4,89,999",Diesel,"59,000"
148,Renault Duster 85 PS RxL Diesel,Renault,2015,"5,49,999",Diesel,"19,000"
149,Maruti Suzuki Dzire ZXI,Maruti,2013,"3,80,000",Petrol,"30,000"
150,Renault Kwid RXT Opt,Renault,2018,"3,25,000",Petrol,"15,000"
151,Maruti Suzuki Maruti 800 Std,Maruti,2003,"57,000",Petrol,"56,758"
152,Renault Kwid 1.0 RXT AMT,Renault,2018,"3,49,999",Petrol,"10,000"
153,Renault Scala RxL Diesel,Renault,2014,"3,49,999",Diesel,"49,000"
154,Hyundai Grand i10 Asta 1.2 Kappa VTVT O,Hyundai,2014,"4,10,000",Petrol,"41,000"
155,Maruti Suzuki Swift Dzire VXi 1.2 BS IV,Maruti,2011,"2,25,000",Petrol,"45,000"
156,Chevrolet Beat LS Petrol,Chevrolet,2010,"1,20,000",Petrol,"43,000"
157,Hyundai Santro Xing XO eRLX Euro III,Hyundai,2000,"59,000",Petrol,"56,450"
158,Chevrolet Beat LS Petrol,Chevrolet,2010,"80,000",Petrol,"56,000"
159,Chevrolet Beat LS Petrol,Chevrolet,2015,"2,20,000",Petrol,"32,700"
160,Ford EcoSport Titanium 1.5L TDCi,Ford,2016,"5,99,000",Diesel,"30,000"
161,Hyundai Accent GLX,Hyundai,2006,"80,000",Petrol,"56,000"
162,Maruti Suzuki Swift LDi,Maruti,2010,Ask For Price,Diesel,"52,000"
163,Mahindra TUV300 T4 Plus,Mahindra,2016,"6,75,000",Diesel,"9,000"
164,Tata Indica V2 Xeta e GLE,Tata,2008,"1,50,000",Petrol,"11,000"
165,Tata Indigo CS LS DiCOR,Tata,2009,"72,500",Diesel,"46,000"
166,Maruti Suzuki Swift VXi 1.2 ABS BS IV,Maruti,2019,"6,10,000",Petrol,73
167,Mahindra Scorpio VLX Special Edition BS III,Mahindra,2004,"2,30,000",Diesel,"1,60,000"
168,Tata Indica eV2 LS,Tata,2017,Ask For Price,Diesel,"84,000"
169,Honda Accord,Honda,2009,"1,75,000",Petrol,"58,559"
170,Ford EcoSport Titanium 1.5 TDCi,Ford,2014,"5,20,000",Diesel,"57,000"
171,Maruti Suzuki Ertiga,Maruti,2015,"5,24,999",Diesel,"50,000"
172,Honda Amaze,Honda,2014,"2,99,999",Petrol,"37,000"
173,Maruti Suzuki Dzire,Maruti,2012,"2,99,999",Petrol,"40,000"
174,Honda City,Honda,2011,"2,84,999",Petrol,"55,000"
175,Mahindra Scorpio 2.6 CRDe,Mahindra,2007,"2,20,000",Diesel,"1,70,000"
176,Maruti Suzuki Dzire,Maruti,2014,"4,24,999",Diesel,"55,000"
177,Honda City,Honda,2015,"6,44,999",Petrol,"39,000"
178,Honda Mobilio,Honda,2014,"3,99,999",Petrol,"44,000"
179,Toyota Corolla Altis,Toyota,2009,"1,99,999",Petrol,"65,000"
180,Honda City,Honda,2014,"5,84,999",Petrol,"39,000"
181,Skoda Laura,Skoda,2012,"3,49,999",Diesel,"44,000"
182,Renault Duster,Renault,2015,"4,49,999",Diesel,"49,000"
183,Maruti Suzuki Ertiga,Maruti,2018,"7,99,999",Diesel,"9,000"
184,Maruti Suzuki Dzire,Maruti,2015,"4,44,999",Diesel,"45,000"
185,Mahindra XUV500,Mahindra,2014,"6,49,999",Diesel,"47,000"
186,Hyundai Verna Fluidic,Hyundai,2012,"4,44,999",Diesel,"40,000"
187,Maruti Suzuki Vitara Brezza,Maruti,2016,"6,89,999",Diesel,"29,000"
188,Maruti Suzuki Wagon R,Maruti,2016,"3,44,999",Petrol,"15,000"
189,Mahindra Scorpio,Mahindra,2015,"9,44,999",Diesel,"45,000"
190,Honda Amaze,Honda,2014,"2,74,999",Petrol,"35,000"
191,Mahindra XUV500,Mahindra,2013,"6,89,999",Diesel,"80,000"
192,Mahindra Scorpio,Mahindra,2013,"5,74,999",Diesel,"68,000"
193,Skoda Laura,Skoda,2013,"3,74,999",Diesel,"50,000"
194,Volkswagen Polo,Volkswagen,2010,"1,99,999",Diesel,"60,000"
195,Hyundai Elite i20,Hyundai,2016,"5,49,999",Petrol,"9,000"
196,Tata Manza Aura Quadrajet,Tata,2012,"1,30,000",Diesel,"72,000"
197,Chevrolet Sail UVA Petrol LT ABS,Chevrolet,2013,"2,10,000",Petrol,"60,000"
198,Hyundai Verna Fluidic 1.6 VTVT SX,Hyundai,2013,"4,01,000",Diesel,"45,000"
199,Audi A4 2.0 TDI 177bhp Premium,Audi,2012,"13,50,000",Diesel,"40,000"
200,Hyundai Elantra SX,Hyundai,2013,"6,00,000",Petrol,"20,000"
201,Mahindra Scorpio VLX 4WD Airbag,Mahindra,2013,"6,10,000",Diesel,"35,000"
202,Mahindra KUV100 K8 D 6 STR,Mahindra,2016,"4,00,000",Diesel,"20,000"
203,Hyundai Grand i10,Hyundai,2017,"5,24,999",Petrol,"6,821"
204,Hyundai i20,Hyundai,2014,"4,49,999",Petrol,"23,000"
205,Hyundai Eon,Hyundai,2014,"1,74,999",Petrol,"14,000"
206,Hyundai i10,Hyundai,2012,"2,44,999",Petrol,"38,000"
207,Hyundai i20 Active,Hyundai,2015,"5,74,999",Diesel,"35,000"
208,Datsun Redi GO,Datsun,2017,"2,44,999",Petrol,"22,000"
209,Toyota Etios Liva,Toyota,2011,"2,39,999",Petrol,"41,000"
210,Hyundai Accent,Hyundai,2010,"99,999",Petrol,"45,000"
211,Hyundai Verna,Hyundai,2014,"4,89,999",Diesel,"44,000"
212,Maruti Suzuki Swift,Maruti,2013,"3,24,999",Diesel,"45,000"
213,Toyota Fortuner,Toyota,2011,"10,74,999",Diesel,"52,000"
214,Hyundai i10 Sportz,Hyundai,2012,"2,30,000",Petrol,"34,000"
215,Mahindra Bolero Power Plus SLE,Mahindra,2018,"6,99,000",Diesel,"1,800"
216,Mahindra XUV500,Mahindra,2015,"10,00,000",Diesel,"15,000"
217,Honda City 1.5 V MT Exclusive,Honda,2010,"2,40,000",Petrol,"4,00,000"
218,Chevrolet Spark LT 1.0 Airbag,Chevrolet,2009,"1,10,000",Petrol,"44,000"
219,Mahindra XUV500,Mahindra,2016,"11,30,000",Diesel,"72,000"
220,Tata Indigo eCS VX CR4 BS IV,Tata,2014,"2,50,000",Diesel,"40,000"
221,Skoda Rapid Elegance 1.6 TDI CR MT,Skoda,2013,"3,40,000",Diesel,"48,000"
222,Tata Vista Quadrajet VX,Tata,2011,"1,20,000",Diesel,"90,000"
223,Maruti Suzuki Alto K10 VXi AT,Maruti,2015,"2,65,000",Petrol,"12,000"
224,Maruti Suzuki Zen LXi BS III,Maruti,2003,"85,000",Petrol,"69,900"
225,Hyundai i10 Magna 1.2,Hyundai,2011,"1,75,000",Petrol,"45,000"
226,Maruti Suzuki Swift Dzire Tour LDi,Maruti,2016,"3,50,000",Diesel,"1,66,000"
227,Honda City ZX EXi,Honda,2008,"1,49,000",Petrol,"42,000"
228,Mahindra Jeep MM 550 XDB,Mahindra,2006,"4,25,000",Diesel,122
229,Chevrolet Beat Diesel,Chevrolet,2017,"1,50,000",Diesel,"62,000"
230,Honda City 1.5 S MT,Honda,2010,"2,25,000",Petrol,"70,000"
231,Hyundai Verna 1.4 VTVT,Hyundai,2014,"3,75,000",Petrol,"36,000"
232,Toyota Innova 2.5 E MS 7 STR BS IV,Toyota,2012,"7,70,000",Diesel,0
233,Maruti Suzuki Alto 800 Lxi,Maruti,2018,Ask For Price,Petrol,"24,000"
234,Maruti Suzuki Maruti 800 Std – Befo,Maruti,1995,"30,000",Petrol,"55,000"
235,Maruti Suzuki Swift,Maruti,2014,"3,35,000",Diesel,"55,000"
236,Hyundai Elite i20 Asta 1.4 CRDI,Hyundai,2015,"4,50,000",Diesel,"20,000"
237,Maruti Suzuki Swift Dzire VXi 1.2 BS IV,Maruti,2012,"2,25,000",Petrol,"40,000"
238,Maruti Suzuki Versa DX2 8 SEATER BSIII,Maruti,2004,"80,000",Petrol,"50,000"
239,Tata Indigo LX TDI BS III,Tata,2016,"1,30,000",Diesel,"1,04,000"
240,Mercedes Benz C Class 200 CDI Classic,Mercedes,2002,"3,99,000",Petrol,"41,000"
241,Maruti Suzuki Ertiga VDi,Maruti,2013,"4,50,000",Diesel,"90,000"
242,Honda City,Honda,2000,"65,000",Petrol,"80,000"
243,Hyundai Santro Xing GLS,Hyundai,2006,"75,000",Petrol,"46,000"
244,Maruti Suzuki Omni Limited Edition,Maruti,2001,"70,000",Petrol,"70,000"
245,Hyundai Sonata Transform 2.4 GDi MT,Hyundai,2017,"1,90,000",Diesel,"36,469"
246,Hyundai Elite i20 Sportz 1.2,Hyundai,2018,"6,00,000",Petrol,"7,800"
247,Maruti Suzuki Alto 800 Lxi,Maruti,2017,"2,40,000",Petrol,"60,000"
248,Maruti Suzuki Alto LXi BS III,Maruti,2011,"1,55,000",Petrol,"32,000"
249,Honda Jazz S MT,Honda,2009,"1,69,999",Petrol,"24,695"
250,Hyundai Grand i10 Sportz 1.2 Kappa VTVT,Hyundai,2017,"4,50,000",Petrol,"15,141"
251,Maruti Suzuki Zen LXi BSII,Maruti,2001,"40,000",Petrol,"40,000"
252,Mahindra Scorpio W Turbo 2.6DX 9 Seater,Mahindra,2012,"1,65,000",Diesel,"65,000"
253,Maruti Suzuki Alto K10 VXi,Maruti,2014,"2,70,000",Petrol,"22,000"
254,Hyundai Grand i10 Asta 1.2 Kappa VTVT,Hyundai,2016,"2,80,000",Diesel,"59,910"
255,Mahindra XUV500 W8,Mahindra,2012,"5,60,000",Diesel,"1,00,000"
256,Hyundai Creta 1.6 SX Plus Petrol,Hyundai,2016,"9,50,000",Petrol,"25,000"
257,Hyundai i20 Magna O 1.2,Hyundai,2013,"3,10,000",Petrol,"35,000"
258,Renault Duster 85 PS RxL Explore LE,Renault,2015,"7,15,000",Diesel,"65,000"
259,Hyundai Grand i10 Sportz 1.2 Kappa VTVT,Hyundai,2014,"3,40,000",Petrol,"35,000"
260,Honda Brio V MT,Honda,2012,"2,35,000",Petrol,"33,000"
261,Mahindra TUV300 T4 Plus,Mahindra,2017,"6,10,000",Diesel,"68,000"
262,Chevrolet Spark LS 1.0,Chevrolet,2010,"95,000",Petrol,"23,000"
263,Mahindra TUV300 T8,Mahindra,2018,"10,00,000",Diesel,"4,500"
264,Maruti Suzuki Swift Dzire Tour LDi,Maruti,2015,"2,20,000",Diesel,"1,29,000"
265,Nissan X Trail Select Variant,Nissan,2019,"12,00,000",Diesel,300
266,Maruti Suzuki Alto 800 Vxi,Maruti,2015,"2,30,000",Petrol,"5,000"
267,Ford Ikon 1.3 CLXi NXt Finesse,Ford,2001,"45,000",Petrol,"65,000"
268,Toyota Fortuner 3.0 4x4 MT,Toyota,2010,"9,40,000",Diesel,"1,31,000"
269,Tata Manza ELAN Quadrajet,Tata,2010,"1,55,555",Petrol,"1,11,111"
270,Mercedes Benz A Class A 180 Sport Petrol,Mercedes,2013,"15,00,000",Petrol,"14,000"
271,Chevrolet Beat LS Diesel,Chevrolet,2016,"2,10,000",Diesel,"22,000"
272,Ford EcoSport Trend 1.5L TDCi,Ford,2013,"4,95,000",Diesel,"38,000"
273,Tata Indigo LS,Tata,2016,"1,25,000",Diesel,"70,000"
274,Hyundai i20 Magna 1.2,Hyundai,2010,"1,95,000",Petrol,"36,000"
275,Volkswagen Vento Highline Plus 1.5 Diesel AT,Volkswagen,2015,"5,50,000",Diesel,"34,000"
276,Renault Kwid RXT,Renault,2015,"2,70,000",Petrol,"43,000"
277,Ford EcoSport Titanium 1.5L TDCi,Ford,2014,"5,00,000",Diesel,"40,000"
278,Honda Amaze 1.5 E i DTEC,Honda,2016,"2,40,000",Diesel,"1,60,000"
279,Hyundai Verna 1.6 EX VTVT,Hyundai,2017,"8,00,000",Petrol,"12,000"
280,BMW 5 Series 520d Sedan,BMW,2011,"12,99,000",Diesel,"49,000"
281,Skoda Superb 1.8 TFSI AT,Skoda,2011,"5,30,000",Petrol,"68,000"
282,Audi Q3 2.0 TDI quattro Premium,Audi,2013,"14,99,000",Diesel,"37,000"
283,Mahindra Bolero DI BSII,Mahindra,2012,"2,20,000",Diesel,"59,466"
284,Maruti Suzuki Zen Estilo LXI Green CNG,Maruti,2011,Ask For Price,Petrol,"16,000"
285,Ford Figo Duratorq Diesel Titanium 1.4,Ford,2012,"2,50,000",Diesel,"99,000"
286,Maruti Suzuki Wagon R VXI BS IV,Maruti,2018,"3,95,000",Petrol,"25,500"
287,Mahindra Logan Diesel 1.5 DLS,Mahindra,2009,"1,30,000",Petrol,"66,000"
288,Tata Nano GenX XMA,Tata,2010,"32,000",Petrol,"44,005"
289,Hyundai Elite i20 Magna 1.2,Hyundai,2015,"4,05,000",Petrol,"28,000"
290,Hyundai Elite i20 Magna 1.2,Hyundai,2015,"4,00,000",Petrol,"30,000"
291,Honda City SV,Honda,2017,"7,60,000",Petrol,"4,000"
292,Maruti Suzuki Baleno Delta 1.2,Maruti,2016,"5,00,000",Petrol,"28,000"
293,Ford Figo Petrol LXI,Ford,2011,"1,75,000",Petrol,"75,000"
294,Honda City,Honda,2017,"7,50,000",Petrol,"3,000"
295,Hyundai Elite i20 Magna 1.2,Hyundai,2015,"4,19,000",Petrol,"20,000"
296,Hyundai Eon Era Plus,Hyundai,2018,"1,40,000",Petrol,"2,110"
297,Mitsubishi Pajero Sport Limited Edition,Mitsubishi,2015,"15,40,000",Petrol,"43,222"
298,Hyundai i10 Magna 1.2 Kappa2,Hyundai,2008,"2,75,000",Petrol,"1,00,200"
299,Toyota Corolla H2,Toyota,2003,"1,50,000",Petrol,"1,00,000"
300,Maruti Suzuki Swift Dzire Tour VXi,Maruti,2011,"2,30,000",Petrol,65
301,Tata Indigo CS eLS BS IV,Tata,2015,"1,23,000",Diesel,"1,00,000"
302,Hyundai Xcent Base 1.1 CRDi,Hyundai,2016,"3,00,000",Diesel,"1,40,000"
303,Hyundai Accent Executive Edition,Hyundai,2009,"1,65,000",Petrol,"48,000"
304,Maruti Suzuki Baleno Delta 1.2,Maruti,2016,"4,98,000",Petrol,"22,000"
305,Tata Zest XE 75 PS Diesel,Tata,2018,"4,80,000",Diesel,"1,03,553"
306,Maruti Suzuki Dzire LDI,Maruti,2017,"4,88,000",Diesel,"80,000"
307,Tata Sumo Gold LX BS IV,Tata,2014,"2,50,000",Diesel,"99,000"
308,Toyota Corolla Altis GL Petrol,Toyota,2010,"2,20,000",Petrol,"58,000"
309,Maruti Suzuki Eeco 7 STR,Maruti,2013,"2,90,000",LPG,"70,000"
310,Mahindra XUV500 W6,Mahindra,2013,"5,48,900",Diesel,"49,800"
