,name,company,year,Price,fuel_type,Mileage
192,Mahindra Scorpio,Mahindra,2013.0,574999.0,Diesel,68000.0
193,Skoda Laura,Skoda,2013.0,374999.0,Diesel,50000.0
194,Volkswagen Polo,Volkswagen,2010.0,199999.0,Diesel,60000.0
195,Hyundai Elite i20,Hyundai,2016.0,549999.0,Petrol,9000.0
196,Tata Manza Aura Quadrajet,Tata,2012.0,130000.0,Diesel,72000.0
197,Chevrolet Sail UVA Petrol LT ABS,Chevrolet,2013.0,210000.0,Petrol,60000.0
198,Hyundai Verna Fluidic 1.6 VTVT SX,Hyundai,2013.0,401000.0,Diesel,45000.0
199,Audi A4 2.0 TDI 177bhp Premium,Audi,2012.0,1350000.0,Diesel,40000.0
200,Hyundai Elantra SX,Hyundai,2013.0,600000.0,Petrol,20000.0
201,Mahindra Scorpio VLX 4WD Airbag,Mahindra,2013.0,610000.0,Diesel,35000.0
202,Mahindra KUV100 K8 D 6 STR,Mahindra,2016.0,400000.0,Diesel,20000.0
203,Hyundai Grand i10,Hyundai,2017.0,524999.0,Petrol,6821.0
204,Hyundai i20,Hyundai,2014.0,449999.0,Petrol,23000.0
205,Hyundai Eon,Hyundai,2014.0,174999.0,Petrol,14000.0
206,Hyundai i10,Hyundai,2012.0,244999.0,Petrol,38000.0
207,Hyundai i20 Active,Hyundai,2015.0,574999.0,Diesel,35000.0
208,Datsun Redi GO,Datsun,2017.0,244999.0,Petrol,22000.0
209,Toyota Etios Liva,Toyota,2011.0,239999.0,Petrol,41000.0
210,Hyundai Accent,Hyundai,2010.0,99999.0,Petrol,45000.0
211,Hyundai Verna,Hyundai,2014.0,489999.0,Diesel,44000.0
212,Maruti Suzuki Swift,Maruti,2013.0,324999.0,Diesel,45000.0
213,Toyota Fortuner,Toyota,2011.0,1074999.0,Diesel,52000.0
214,Hyundai i10 Sportz,Hyundai,2012.0,230000.0,Petrol,34000.0
215,Mahindra Bolero Power Plus SLE,Mahindra,2018.0,699000.0,Diesel,1800.0
216,Mahindra XUV500,Mahindra,2015.0,1000000.0,Diesel,15000.0
217,Honda City 1.5 V MT Exclusive,Honda,2010.0,240000.0,Petrol,109500.0
218,Chevrolet Spark LT 1.0 Airbag,Chevrolet,2009.0,110000.0,Petrol,44000.0
219,Mahindra XUV500,Mahindra,2016.0,1130000.0,Diesel,72000.0
220,Tata Indigo eCS VX CR4 BS IV,Tata,2014.0,250000.0,Diesel,40000.0
221,Skoda Rapid Elegance 1.6 TDI CR MT,Skoda,2013.0,340000.0,Diesel,48000.0
222,Tata Vista Quadrajet VX,Tata,2011.0,120000.0,Diesel,90000.0
223,Maruti Suzuki Alto K10 VXi AT,Maruti,2015.0,265000.0,Petrol,12000.0
224,Maruti Suzuki Zen LXi BS III,Maruti,2003.0,85000.0,Petrol,69900.0
225,Hyundai i10 Magna 1.2,Hyundai,2011.0,175000.0,Petrol,45000.0
226,Maruti Suzuki Swift Dzire Tour LDi,Maruti,2016.0,350000.0,Diesel,109500.0
227,Honda City ZX EXi,Honda,2008.0,149000.0,Petrol,42000.0
228,Mahindra Jeep MM 550 XDB,Mahindra,2006.0,425000.0,Diesel,122.0
229,Chevrolet Beat Diesel,Chevrolet,2017.0,150000.0,Diesel,62000.0
230,Honda City 1.5 S MT,Honda,2010.0,225000.0,Petrol,70000.0
231,Hyundai Verna 1.4 VTVT,Hyundai,2014.0,375000.0,Petrol,36000.0
232,Toyota Innova 2.5 E MS 7 STR BS IV,Toyota,2012.0,770000.0,Diesel,0.0
233,Maruti Suzuki Alto 800 Lxi,Maruti,2018.0,398132.7098765432,Petrol,24000.0
234,Maruti Suzuki Maruti 800 Std – Befo,Maruti,2002.5,30000.0,Petrol,55000.0
235,Maruti Suzuki Swift,Maruti,2014.0,335000.0,Diesel,55000.0
236,Hyundai Elite i20 Asta 1.4 CRDI,Hyundai,2015.0,450000.0,Diesel,20000.0
237,Maruti Suzuki Swift Dzire VXi 1.2 BS IV,Maruti,2012.0,225000.0,Petrol,40000.0
238,Maruti Suzuki Versa DX2 8 SEATER BSIII,Maruti,2004.0,80000.0,Petrol,50000.0
239,Tata Indigo LX TDI BS III,Tata,2016.0,130000.0,Diesel,104000.0
240,Mercedes Benz C Class 200 CDI Classic,Mercedes,2002.5,399000.0,Petrol,41000.0
241,Maruti Suzuki Ertiga VDi,Maruti,2013.0,450000.0,Diesel,90000.0
242,Honda City,Honda,2002.5,65000.0,Petrol,80000.0
243,Hyundai Santro Xing GLS,Hyundai,2006.0,75000.0,Petrol,46000.0
244,Maruti Suzuki Omni Limited Edition,Maruti,2002.5,70000.0,Petrol,70000.0
245,Hyundai Sonata Transform 2.4 GDi MT,Hyundai,2017.0,190000.0,Diesel,36469.0
246,Hyundai Elite i20 Sportz 1.2,Hyundai,2018.0,600000.0,Petrol,7800.0
247,Maruti Suzuki Alto 800 Lxi,Maruti,2017.0,240000.0,Petrol,60000.0
248,Maruti Suzuki Alto LXi BS III,Maruti,2011.0,155000.0,Petrol,32000.0
249,Honda Jazz S MT,Honda,2009.0,169999.0,Petrol,24695.0
250,Hyundai Grand i10 Sportz 1.2 Kappa VTVT,Hyundai,2017.0,450000.0,Petrol,15141.0
251,Maruti Suzuki Zen LXi BSII,Maruti,2002.5,40000.0,Petrol,40000.0
252,Mahindra Scorpio W Turbo 2.6DX 9 Seater,Mahindra,2012.0,165000.0,Diesel,65000.0
253,Maruti Suzuki Alto K10 VXi,Maruti,2014.0,270000.0,Petrol,22000.0
254,Hyundai Grand i10 Asta 1.2 Kappa VTVT,Hyundai,2016.0,280000.0,Diesel,59910.0
255,Mahindra XUV500 W8,Mahindra,2012.0,560000.0,Diesel,100000.0
256,Hyundai Creta 1.6 SX Plus Petrol,Hyundai,2016.0,950000.0,Petrol,25000.0
257,Hyundai i20 Magna O 1.2,Hyundai,2013.0,310000.0,Petrol,35000.0
258,Renault Duster 85 PS RxL Explore LE,Renault,2015.0,715000.0,Diesel,65000.0
259,Hyundai Grand i10 Sportz 1.2 Kappa VTVT,Hyundai,2014.0,340000.0,Petrol,35000.0
260,Honda Brio V MT,Honda,2012.0,235000.0,Petrol,33000.0
261,Mahindra TUV300 T4 Plus,Mahindra,2017.0,610000.0,Diesel,68000.0
262,Chevrolet Spark LS 1.0,Chevrolet,2010.0,95000.0,Petrol,23000.0
263,Mahindra TUV300 T8,Mahindra,2018.0,1000000.0,Diesel,4500.0
264,Maruti Suzuki Swift Dzire Tour LDi,Maruti,2015.0,220000.0,Diesel,109500.0
265,Nissan X Trail Select Variant,Nissan,2019.0,1200000.0,Diesel,300.0
266,Maruti Suzuki Alto 800 Vxi,Maruti,2015.0,230000.0,Petrol,5000.0
267,Ford Ikon 1.3 CLXi NXt Finesse,Ford,2002.5,45000.0,Petrol,65000.0
268,Toyota Fortuner 3.0 4x4 MT,Toyota,2010.0,940000.0,Diesel,109500.0
269,Tata Manza ELAN Quadrajet,Tata,2010.0,155555.0,Petrol,109500.0
270,Mercedes Benz A Class A 180 Sport Petrol,Mercedes,2013.0,1500000.0,Petrol,14000.0
271,Chevrolet Beat LS Diesel,Chevrolet,2016.0,210000.0,Diesel,22000.0
272,Ford EcoSport Trend 1.5L TDCi,Ford,2013.0,495000.0,Diesel,38000.0
273,Tata Indigo LS,Tata,2016.0,125000.0,Diesel,70000.0
274,Hyundai i20 Magna 1.2,Hyundai,2010.0,195000.0,Petrol,36000.0
275,Volkswagen Vento Highline Plus 1.5 Diesel AT,Volkswagen,2015.0,550000.0,Diesel,34000.0
276,Renault Kwid RXT,Renault,2015.0,270000.0,Petrol,43000.0
277,Ford EcoSport Titanium 1.5L TDCi,Ford,2014.0,500000.0,Diesel,40000.0
278,Honda Amaze 1.5 E i DTEC,Honda,2016.0,240000.0,Diesel,109500.0
279,Hyundai Verna 1.6 EX VTVT,Hyundai,2017.0,800000.0,Petrol,12000.0
280,BMW 5 Series 520d Sedan,BMW,2011.0,1299000.0,Diesel,49000.0
281,Skoda Superb 1.8 TFSI AT,Skoda,2011.0,530000.0,Petrol,68000.0
282,Audi Q3 2.0 TDI quattro Premium,Audi,2013.0,1499000.0,Diesel,37000.0
283,Mahindra Bolero DI BSII,Mahindra,2012.0,220000.0,Diesel,59466.0
284,Maruti Suzuki Zen Estilo LXI Green CNG,Maruti,2011.0,398132.7098765432,Petrol,16000.0
285,Ford Figo Duratorq Diesel Titanium 1.4,Ford,2012.0,250000.0,Diesel,99000.0
286,Maruti Suzuki Wagon R VXI BS IV,Maruti,2018.0,395000.0,Petrol,25500.0
287,Mahindra Logan Diesel 1.5 DLS,Mahindra,2009.0,130000.0,Petrol,66000.0
288,Tata Nano GenX XMA,Tata,2010.0,32000.0,Petrol,44005.0
289,Hyundai Elite i20 Magna 1.2,Hyundai,2015.0,405000.0,Petrol,28000.0
290,Hyundai Elite i20 Magna 1.2,Hyundai,2015.0,400000.0,Petrol,30000.0
291,Honda City SV,Honda,2017.0,760000.0,Petrol,4000.0
292,Maruti Suzuki Baleno Delta 1.2,Maruti,2016.0,500000.0,Petrol,28000.0
293,Ford Figo Petrol LXI,Ford,2011.0,175000.0,Petrol,75000.0
294,Honda City,Honda,2017.0,750000.0,Petrol,3000.0
295,Hyundai Elite i20 Magna 1.2,Hyundai,2015.0,419000.0,Petrol,20000.0
296,Hyundai Eon Era Plus,Hyundai,2018.0,140000.0,Petrol,2110.0
297,Mitsubishi Pajero Sport Limited Edition,Mitsubishi,2015.0,1540000.0,Petrol,43222.0
298,Hyundai i10 Magna 1.2 Kappa2,Hyundai,2008.0,275000.0,Petrol,100200.0
299,Toyota Corolla H2,Toyota,2003.0,150000.0,Petrol,100000.0
300,Maruti Suzuki Swift Dzire Tour VXi,Maruti,2011.0,230000.0,Petrol,65.0
301,Tata Indigo CS eLS BS IV,Tata,2015.0,123000.0,Diesel,100000.0
302,Hyundai Xcent Base 1.1 CRDi,Hyundai,2016.0,300000.0,Diesel,109500.0
303,Hyundai Accent Executive Edition,Hyundai,2009.0,165000.0,Petrol,48000.0
304,Maruti Suzuki Baleno Delta 1.2,Maruti,2016.0,498000.0,Petrol,22000.0
305,Tata Zest XE 75 PS Diesel,Tata,2018.0,480000.0,Diesel,103553.0
306,Maruti Suzuki Dzire LDI,Maruti,2017.0,488000.0,Diesel,80000.0
307,Tata Sumo Gold LX BS IV,Tata,2014.0,250000.0,Diesel,99000.0
308,Toyota Corolla Altis GL Petrol,Toyota,2010.0,220000.0,Petrol,58000.0
309,Maruti Suzuki Eeco 7 STR,Maruti,2013.0,290000.0,LPG,70000.0
310,Mahindra XUV500 W6,Mahindra,2013.0,548900.0,Diesel,49800.0
311,Tata Tigor Revotron XZ,Tata,2019.0,650000.0,Diesel,100.0
312,Maruti Suzuki 800,Maruti,2002.5,55000.0,Petrol,81876.0
313,Maruti Suzuki Ertiga Vxi,Maruti,2015.0,550000.0,Petrol,75000.0
314,Honda Mobilio S i DTEC,Honda,2014.0,399000.0,Diesel,44000.0
315,Maruti Suzuki Ertiga,Maruti,2016.0,730000.0,Diesel,55000.0
316,Maruti Suzuki Vitara Brezza,Maruti,2017.0,725000.0,Diesel,36000.0
